title,summary
Data Science Manager,"
As a Data Scientist in our Applied Modeling team, you will be responsible for data-driven improvements to our spoken language understanding models...."
Software Engineer - Prediction Engine (Scala),"
Design, validate, and implement custom algorithms in conjunction with True Fit’s team of data scientists. Report building and data visualization skills a plus...."
Analytical Chemist (Pharmaceuticals) (8384),"
Proficiency in data processing conventional analytical data as well as real-time process sensor data. Proficiency in data aggregation management and reporting..."
Full Stack/Mobile Developer,"
Our core team of Computer scientists and Data Engineers have a passion for building tools that solove our clients most challenging and complex technical..."
"Senior Research Analyst, Customer Systems","
Develops and documents technical specifications, test plans and implementation plans for system/process related work requests...."
Healthcare Data Analytics Internship,"
We are offering a research internship in healthcare data analytics. The candidate will work in a team setting with scientists and research engineers, and is..."
Lead Software Engineer,"
Work with scientists on high priority tasks, including design and implementation of LIMS software to handle clinical sample management, process management and..."
Senior Tax Research Analyst,"
Functional / Technical Tax Responsibilities Acts as technical subject matter resource for Global Tax Services and other BBH departments, maintaining an..."
Quantitative Analyst,"
As a Quantitative Data Analyst on the Minerva Analytics team, you'll be starting on the ground floor of Cogo’s latest team built inside the incubator...."
Clinical Program Leader,"
Collaborates with clinical scientists to develop clinical protocols for OTM compounds and to develop the instruments needed to implement, interpret and report..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist,"5 or more years of progressively complex experience in data analytics.· Demonstrates proficiency in most areas of mathematical analysis methods, machine..."
Marketing Research Analyst,"
\r\n\r\nMinimum of a BA degree in business, marketing or a related field\r\nMinimum of 2 years of analyst experience\r\nExceptional knowledge of data sources..."
"Consultant / Data Research Analyst - Boston, MA - Multiple Locations","
Health care claims data experience. We are a top notch health care company that is driven by the latest technology enabling us to significantly improve the..."
"Scientist/Senior Scientist, Formulation Development","
 Summarize data and scientific findings in presentations and reports. If you would like to be considered for a job on the Concert team, send your resume in the..."
Principal / Senior Upstream Scientist - PNJ2015-013 - BOS,"
Design experimental plans based on the defined deliverables, planning the activities to meet the project timelines by working closely with project managers...."
"Scientist, Cancer Biology","
Leveraging a world class network of academic investigators, clinical experts and partners, FORMA combines deep biology insight, chemistry expertise and early..."
Scientist,"
Scientist Assay Development - Discovery*. Manage the assay development and screening for assays in multiple crops to generate a large number of high performing..."
Respiratory Electrophysiology Associate Scientist,"
Recognize and troubleshoot data anomalies to maintain high data quality. Learn new techniques and approaches as required to tackle key scientific questions...."
Data Analyst/Engineer,"
A team of motivated research scientists who develop innovative digital solutions driven by data and customer insights...."
Senior Scientist - Applied Data Sciences,"
This position requires excellent data science skills in the areas of data integration, data mining, data interpretation, and data analysis using internal or..."
Scientist Andover MA,"
Candidate will participate in all phases of cellular assays laboratory operations including technology evaluations, the development of sample preparation and..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist,"5 or more years of progressively complex experience in data analytics.· Demonstrates proficiency in most areas of mathematical analysis methods, machine..."
Manager High Power R&D Programs,"
Additionally, the candidate must display the ability to effectively utilize a diverse scientific staff ranging from PhD scientists to skilled technicians...."
PhD Research Scientist- Machine Learning,"
RIT-Boston is calling for machine learning research scientists. Research experience in machine learning (classification, regression, clustering, recommendation..."
Preclinical Biostatistician,"
Develop and maintain good working relationships with discovery and clinical scientists, statisticians, computational biologists, and external collaborators to..."
Scientist I - TEMPORARY,"
Able to use and apply basic scientific principles, theories, and concepts, typically acquired through completion of a Bachelor's degree in a scientific..."
Senior Manager - Pilot Plant,"
Advise Process Teams by leveraging strong, applied science and engineering subject matter expertise. Lead a team of scientists and engineers to deliver top..."
McKinsey Analytics (Senior) Recruiter,"
Our team of more than 700 analytics experts includes analysts, data scientists, and data architects, nearly all with advanced degrees in their fields...."
Principal Data Scientist - Supply Chain,"
Supply Chain Predictive & Prescriptive Analytics team at Verizon Wireless needs highly skilled and experienced experts in data analysis including modeling, data..."
Research Analyst - Geospatial Analytics,"
Through a strong learning orientation, you’ll contribute to a broad knowledge base on the geospatial methods and techniques, as well as relevant data and..."
Research Associate,"
Also, this candidate should be proficient in data collection/documentation, either in electronic or hardcopy forms...."
"Quantitative Analyst, Lean Analytics Jedi","
Become a subject matter expert on the data, data structures, and processes surrounding data flow for the Content Management department and apply that knowledge..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist,"5 or more years of progressively complex experience in data analytics.· Demonstrates proficiency in most areas of mathematical analysis methods, machine..."
Manager High Power R&D Programs,"
Additionally, the candidate must display the ability to effectively utilize a diverse scientific staff ranging from PhD scientists to skilled technicians...."
PhD Research Scientist- Machine Learning,"
RIT-Boston is calling for machine learning research scientists. Research experience in machine learning (classification, regression, clustering, recommendation..."
Preclinical Biostatistician,"
Develop and maintain good working relationships with discovery and clinical scientists, statisticians, computational biologists, and external collaborators to..."
Scientist I - TEMPORARY,"
Able to use and apply basic scientific principles, theories, and concepts, typically acquired through completion of a Bachelor's degree in a scientific..."
Senior Manager - Pilot Plant,"
Advise Process Teams by leveraging strong, applied science and engineering subject matter expertise. Lead a team of scientists and engineers to deliver top..."
McKinsey Analytics (Senior) Recruiter,"
Our team of more than 700 analytics experts includes analysts, data scientists, and data architects, nearly all with advanced degrees in their fields...."
Principal Data Scientist - Supply Chain,"
Supply Chain Predictive & Prescriptive Analytics team at Verizon Wireless needs highly skilled and experienced experts in data analysis including modeling, data..."
Research Analyst - Geospatial Analytics,"
Through a strong learning orientation, you’ll contribute to a broad knowledge base on the geospatial methods and techniques, as well as relevant data and..."
Research Associate,"
Also, this candidate should be proficient in data collection/documentation, either in electronic or hardcopy forms...."
"Quantitative Analyst, Lean Analytics Jedi","
Become a subject matter expert on the data, data structures, and processes surrounding data flow for the Content Management department and apply that knowledge..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist,"5 or more years of progressively complex experience in data analytics.· Demonstrates proficiency in most areas of mathematical analysis methods, machine..."
Scientist - Analytical,"
Excellent writing skills, and the ability to document and communicate results to a wide array of scientists and management will be critical...."
Market Research Analyst,"
_Developing project infrastructure such as survey instruments, data collection instruments, market forecast models, and value chains_...."
Senior Quantitative Analyst,"
Offering detailed analytics on pricing trends. Free health insurance. Leveraging years of R&D in online marketing analytics, Tenizen is focused on transforming..."
"Research Assistant, PEAR Institute","
Health services in the Boston area, Massachusetts and beyond. Online systems for communication, clinical and administrative purposes. Health care providers...."
PKPD Modeler,"
Work with discovery biology, pharmacology, toxicology, biomarker and clinical scientists to generate data and knowledge supporting the build-up of translational..."
Optical Engineer,"
Assist senior scientists in experimental design and setup. Analyze image data. This project involves the development and test of a novel optical satellite..."
Avian Research Associate,"
Use established procedures (SOPs) and based on experience, training, and education, interpret complex methodologies (Protocols) provided by scientists...."
HPC Scientist at HFT Hedge Fund,"
Familiarity with lock-free and wait-free data structures. Benchmarking, profiling and performance tuning of various algorithms, data structures and numerical..."
Python Developer / Data Scientist,"
Design, develop, and optimize our data and analytics system. Our client is looking for a talented Data Scientist to join our rapidly growing team in our New..."
PhD Research Scientist- Machine Learning,"
RIT-Boston is calling for machine learning research scientists. Research experience in machine learning (classification, regression, clustering, recommendation..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist,"5 or more years of progressively complex experience in data analytics.· Demonstrates proficiency in most areas of mathematical analysis methods, machine..."
STATISTICIAN / PER DIEM / DAY / BWH - OB/GYN,"
The Brigham and Women’s Hospital Department of Obstetrics and Gynecology, Division of Obstetrician/ Global Health, seeks a qualified full-time SAS & Stata..."
Scientific IT Support Consultant,"
We have experience with over 300 different instrument applications and server-based scientific data software and need to augment our team...."
Environmental Data Analyst,"
The successful applicant will support table, figure, and report creation for environmental consulting engineers, geologists and scientists in VERTEX offices..."
Statistical Learning and Scientific Computing Engineer,"
BS or MS in Computer Science or other relevant scientific or engineering field. Statistical Learning and Scientific Computing Engineer...."
Sr Statistician - Safety Stats,"
Coordinate with Data Management, Programming, Clinical and PV to target high quality databases and specifications at compound level...."
Science Analyst,"
Analyze data to identify trends and relationships. Balance of data science, software development and/or other applicable experience...."
Bioinformatics Scientist Job,"
Known as Merck in the United States and Canada, is a global health care leader with a diversified portfolio of prescription medicines, vaccines and animal..."
"Director of Science, Technology, Engineering and Mathematics (STEM)","
ESE seeks an individual who has deep knowledge and understanding of STEM and the development of children as scientists and mathematicians;..."
Data Scientist,"
Experience developing and applying data analysis or machine learning methods to extract value from real-world data...."
Applications Scientist,"
Foundation Medicine is seeking a talented, self-motivated and results-oriented Applications Scientist to join the Molecular Biology and Sequencing group and..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist - Austin,"How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist,..."
Traffic Engineer I,"
Approximately 34,500 employees, including engineers, technicians, scientists, architects, planners, surveyors, program and construction management professionals..."
District Service Manager,"
CRAY) provides innovative systems and solutions enabling scientists and engineers in industry, academia and government to meet existing and future simulation..."
"Data Science, Senior Manager","
Integrating with external data sources and APIs to discover interesting trends (NOAA Weather Data + Credit Card Transactions = Fascinating!)...."
Senior Market Research Analyst Tenet,"
Work with external data suppliers regarding data accuracy and integrity. NTT Data plans to acquire Dell Services as announced on 3/28/2016...."
"Scientist III, Molecular Biology","
Master’s degree or higher in biochemistry, chemical engineering, biotechnology, molecular biology or chemistry and 3 years of related experience Experience with..."
Associate Research Scientist,"
In addition to this application, please send CV, 3 relevant publications if available, short description of research experience to Ms...."
UI/UX Designer and Developer,"
We are a team of highly skilled professionals, data scientists, and developers. Panton provides a cutting edge, a search-based platform that makes data flow..."
"Process Development Scientist, III","
Comfortable working in cross-functional project teams in a highly matrixed fast-paced clinical grade manufacturing organization...."
Data Engineer,"
Experience working alongside data scientists and business owners to produce custom data sets in a timely manner...."
python developer (web services),"
We are looking for a collaborative, self-starting, hungry Software Engineer to join our team of engineers, data scientists, and designers to deliver the next..."
"Director, Marketing Sciences & Advanced Analytics","You’ll be the chief methodologist on both survey and data analytics projects, using your statistical superpowers to run advanced models that deliver insights to..."
Data Scientist - Austin,"How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist,..."
Software Developer/Analyst,"
Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Vaeros is seeking a Software Developer/System Architect..."
PMO CNO CXS Co-op,"
Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
Scientist Computational Biologist,"
Critical computational contributions will include careful statistical analysis of genomic alterations and their associations with each other and with clinical..."
Lead Analyst-Research Finance,"
Will also need to create database and manage data on a periodic basis. Analyzes trends in service centers costs and revenues, and follows OPs to ensure these..."
Research Analyst,"
Publications to include quarterly MarketBeat, submarket reports and other C&W publications as well as client pitchesAssist as needed on regional and national..."
HSR Scientist/Writer-PCCI,"
In Health Services Research (HSR), Health Economics/Clinical Effectiveness, Clinical Epidemiology, or Health Services Policy & Management...."
Research Area Specialist-Intermediate,"
Master’s degree in Psychology, Public Health or Health Administration. Obtains, organizes, and retrieves data and resources (e.g., work group data such as..."
Senior Research Associate,"
Analyses data (High complexity). Reviews scientific literature. Work in animal research facility requires health evaluation and approval by TMH Employee Health..."
R & D Technician,"
This position will support Research and Development project work under the direction of the Research Engineers, Project Engineers, Project Scientists and..."
Cyber Operations Specialist,"
Ability to work with data Scientists on brand new analytics and implementation of these analytics into an existing framework to enhance existing SOC operations...."
"Director, Marketing Sciences & Advanced Analytics","You’ll be the chief methodologist on both survey and data analytics projects, using your statistical superpowers to run advanced models that deliver insights to..."
Data Scientist - Austin,"How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist,..."
Software Developer/Analyst,"
Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Vaeros is seeking a Software Developer/System Architect..."
PMO CNO CXS Co-op,"
Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
Scientist Computational Biologist,"
Critical computational contributions will include careful statistical analysis of genomic alterations and their associations with each other and with clinical..."
Lead Analyst-Research Finance,"
Will also need to create database and manage data on a periodic basis. Analyzes trends in service centers costs and revenues, and follows OPs to ensure these..."
Research Analyst,"
Publications to include quarterly MarketBeat, submarket reports and other C&W publications as well as client pitchesAssist as needed on regional and national..."
HSR Scientist/Writer-PCCI,"
In Health Services Research (HSR), Health Economics/Clinical Effectiveness, Clinical Epidemiology, or Health Services Policy & Management...."
Research Area Specialist-Intermediate,"
Master’s degree in Psychology, Public Health or Health Administration. Obtains, organizes, and retrieves data and resources (e.g., work group data such as..."
Senior Research Associate,"
Analyses data (High complexity). Reviews scientific literature. Work in animal research facility requires health evaluation and approval by TMH Employee Health..."
R & D Technician,"
This position will support Research and Development project work under the direction of the Research Engineers, Project Engineers, Project Scientists and..."
Cyber Operations Specialist,"
Ability to work with data Scientists on brand new analytics and implementation of these analytics into an existing framework to enhance existing SOC operations...."
"Director, Marketing Sciences & Advanced Analytics","You’ll be the chief methodologist on both survey and data analytics projects, using your statistical superpowers to run advanced models that deliver insights to..."
Data Scientist - Austin,"How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist,..."
Web Application Developer,"
If you are a creative, motivated, and passionate web application developer who share this ethos, this is your opportunity to join a highly talented team of..."
Qualitative Research Analyst,"
A master's degree or higher in sociology, anthropology, public health, or related field with relevant experience in ethnographic research is required ..."
Scientist,"
Analyzes data and interprets data. Evidence of teaching, patented or licensed discoveries, extramural recognition, institutional service, collaborative and..."
Senior Research Scientist- Children's Research Institute,"
Morrison, the CRI is a new scientific institute with the goal of recruiting outstanding individuals dedicated to solving fundamental problems in human disease..."
Research Analyst-temp,"
This Analyst must be familiar with all types of mortgage documents, loan products, payment history and have the ability to pull key data points from various..."
Senior Research Analyst & Program Support,"
At least 3 years of experience applying effective communication strategies and techniques to obtain senior executive support for innovative strategies and..."
Field Research Associate,"
This is a unique opportunity to work with leading edge technology and talented research scientists seeking to deliver the best in Genetically Modified Crops...."
Research Associate - Bioprocessing/Formulation,"
Collaborating with scientists and research assistants in the research team. Agricen Sciences is an applied sciences research company leading the development of..."
Research Analyst,"
When funding and project requirements permit, may supervise a graduate student intern to assist with relevant projects...."
Engineering Scientist - Underwater Robotics Algorithm Lead,"
Bachelor's degree in engineering, math other applied sciences and 3 years of demonstrated ability related to the development and application of machine learning..."
"Director, Marketing Sciences & Advanced Analytics","You’ll be the chief methodologist on both survey and data analytics projects, using your statistical superpowers to run advanced models that deliver insights to..."
Data Scientist - Marketing Big Data,"Running machine learning algorithms against data sets in H2o, R and Python environments. Data Scientist - Marketing Big Data...."
Senior/Lead Data Scientist,"
Senior/Lead Data Scientist. The right candidate will have a strong background in predictive analytics, machine learning and building algorithms based on..."
Online Qualitative Research Analyst,"
Please submit cover letter, resume and salary requirements or history to jobs@crresearch.com and include ""Online Qual Research Analyst"" in the subject line...."
Data health Scientist (healthcare) 80050,"
For Position 80050, a Chicago insurer is searching for a health data scientist with excellent analytical skills...."
Engineering Group Manager,"
Experience creating machine learning, data mining, data visualization, data munging, and statistical models for Big Data problems...."
Observer - Senior Research Analyst,"
Lead all phases of studies including questionnaire formatting, sample selection, fieldwork management, sample quotas, banner plans, tab plans, and data checking..."
Actuarial Research Analyst II,"
Previous experience should include proficiency with data preparation, particularly in merging data, cross-checking against known sources, and applying..."
Senior Compensation Analyst,"
Argonne is home to a staff of over 3,300 employees including over 1,500 scientists, engineers and postdoctoral scholars and, with world-renowned scientific..."
Statistical Pairs Trading Position,"
If you have a strong analytical and statistical background along with current market experience, please send an updated resume to discuss a potential career..."
Big Data Manager,"
6+ years of relevant technologyarchitecture consulting or industry experience to include experience inInformation delivery, Analytics and Business Intelligence..."
Research Scientist,"
Demonstrate basic knowledge of respective scientific discipline and standard scientific method and techniques...."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist - Marketing Big Data,"Running machine learning algorithms against data sets in H2o, R and Python environments. Data Scientist - Marketing Big Data...."
Research Analyst (Products & Programs),"
This individual has 1-2 years of relevant work experience, strong analytical and problem solving skills, and has the potential to grow into a subject matter..."
Computational Biologist,"
Experience with communicating insights and presenting concepts to a diverse audience of engineers, clinicians, laboratory scientists and business development..."
Financial Analyst Sr - Research,"
Research accounting or health care consulting. Ability to assess competing priorities, manage workflow and meet operational deadlines with minimal supervision...."
Marketing Analyst | Digital & Quantitative,"
We are looking for the Excel Guru, Data Lover who believes marketing is all about the MROI! Currently we are working with one of Chicago's coolest Ad Agencies..."
DevOps Engineer,"
Our data team consists of two data analysts and three data scientists. Finally you will apply your deep knowledge of monitoring tools, and NOC operations to..."
Senior Quantitative Analyst,"
PhD in a highly quantitative subject such as statistic/physics/mathematics. The primary role would be build and develop a comprehensive model to price and risk..."
SEC Financial Computer Scientist,"
Amyx is seeking a Computer Scientist candidate using their knowledge of data analytics and data computation, to assist CRQA staff with programming, software..."
Clinical Statistician,"
Collaborate with the medical groups to complete joint scientific reports and FDA overviews, including review of such reports to ensure accuracy and clarity...."
VP of Analytics (Deep Learning),"
Vice President, Analytics, Downtown, SQL, BI Tools, VBA, Python, Java, Agile Methodologies, Data Science, Data Engineer, Marketing Analytics, Data Scientist,..."
ELECTRONIC SUBMISSIONS SPECIALIST,"
O Takes action to implement and correct plans to ensure goals are met within reasonable or defined timelines. O Contributes to idea generation and solution for..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist - Marketing Big Data,"Running machine learning algorithms against data sets in H2o, R and Python environments. Data Scientist - Marketing Big Data...."
"Consumer Research Analyst, Lifestyle & Leisure","
Create thoughtful, topic-based reports that combine consumer data with secondary research on industry trends and innovations, to create a full picture of the..."
A&A BG Portfolio Management/Strategy,"
Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
Computational Biologist- Tumor Biology,"
Work in interdisciplinary groups of scientists, engineers, and product developers to translate research into clinically actionable insights for our clients...."
Analytics Manager - GeoAnalytics,"
Geospatial Analytics Specialists together with Data Engineers, Data Scientists, Scientific Modelers and Programmers as well Data Visualization Specialists are..."
Marketing Data Scientist,"
Serve as the principal communicator with clients about the status of their project and the solution development...."
Senior Ruby on Rails Developer – Client Product Team,"
Partner with business owners and data scientists to better deliver data to register users. Online Health Assessments...."
USPA - Research Analyst,"
Data analysis planning and data verification including creating cross-tabulation plans, verifying datasets, and providing basic dataset manipulation...."
Senior Quantitative Financial Analyst,"
Experience working with large and complex data sets using Excel or SQL. PhD in finance, economics, mathematics, physics or engineering 5-7 years of relevant..."
Affirmative Action & EEO Compliance Specialist/Analyst (Research Analyst),"
Manage human resource initiatives, applicant tracking, Good faith efforts monitoring and special projects as well as research and recommend approaches as..."
"VP, Foundational Data Products","
This position will directly manage a small team of data scientists, closely collaborate with business stakeholders and subject matter experts, and assume the..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist,"5 or more years of progressively complex experience in data analytics.· Demonstrates proficiency in most areas of mathematical analysis methods, machine..."
Scientist,"
There is an immediate opening for a highly-motivated and energetic scientific research associate with experience in mammalian cell culture maintenance, cell..."
Sr. Research Scientist Data Science Analytics,"
PhD or Masters degree in Data Science, Statistics, Economics, Econometrics, Operations Research, or other relevant analytics fields Business experience in..."
Research & Evaluation Scientist -,"
O Experience with large datasets and data mining techniques, as well as programs such as R or Mathematica an advantage...."
UAS Sensor Scientist/Engineer,"
Candidates will work with people ranging from controls engineers to sensor scientists and therefore must demonstrate strong communication and organizational..."
Senior Research Scientist,"
Managing duties may include one or more engineers and scientists; Must have the ability to critically analyze data and apply scientific principles and technical..."
Data Visualization Developer - all new d3 based development,"
Company has several talented data scientists and want someone that is front-end focused and has built dynamic front-ends for visualizing data...."
Machine Learning Engineer,"
Analyzing experimental data using a combination of SQL, R, and Java. Available online and through an app, Jobcase provides one place to manage all things job..."
Analytical Staff Scientist,"
Prepares scientific reports and documents, presents analytical findings to teams and clients, and uses scientific literature to solve advanced technical..."
"Scientist, in vitro antibody discovery","
The candidate is expected to present data to scientists at team, group and wider meeting forums. Scientist, in vitro antibody discovery-POS_75091076-1...."
Senior Quantitative Analyst,"
2-5 years experience in a highly analytical role Proficient in SQL and Excel Experience working with large data sets (100,000+ records) Excellent communication,..."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist,"5 or more years of progressively complex experience in data analytics.· Demonstrates proficiency in most areas of mathematical analysis methods, machine..."
"Market Research Analyst, McKinsey Solutions","
Our McKinsey Market Research Analyst will work closely with McKinsey Agile Research Solution leadership and McKinsey Generalist CSTs both to deliver..."
SENIOR RESEARCH ANALYST,"
Ability to understand and run data analytics. Analyze data collection and metrics for youth programming and provide recommendations...."
Data Analyst and Software Development Intern,"
Experience in data analysis, machine learning and simulation is required. The candidate is expected to work in a team setting with scientists and contribute..."
"Custody Research Analyst, Senior Associate","
Across the globe, institutional investors rely on us to help them manage risk, respond to challenges, and drive performance and profitability...."
Scientist/SR Scientist,"
Present plans and data to key stakeholders and management. The company has a diversified commercial product portfolio and a substantial clinical pipeline of..."
"Scientist, Pathology","
Evaluate and provide advice to project teams regarding the interpretation of physiological and histopathological data from pharmacology experiments...."
"Data Analytics Scientist, Knowledge Informatics","
The analytics scientist will be responsible for analyzing clinical and genomic data using classification and prediction tools that will drive value from our..."
Machine Learning Scientist,"
A Masters/PhD degree in EE/Computer Science with specialization in machine learning, deep learning, computer vision or related areas...."
Associate Computational Biologist- Transcriptomics,"
We are looking for an individual who is enthusiastic about taking a hands-on approach to complex problems within a collaborative team of computational..."
Lead Data Scientist,"
Experience in most or all in Python, R, machine learning, natural leaning processing, online marketing analytic tools, advanced Microsoft Excel...."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist,"5 or more years of progressively complex experience in data analytics.· Demonstrates proficiency in most areas of mathematical analysis methods, machine..."
Research Analyst II- Taxable Fixed Income,"
Strong self-motivation and the ability to work on multiple project simultaneously with limited direct supervision;..."
"R&D Scientist I -Located in Fall River, MA","
Requires a PhD in a relevant scientific discipline such as Chemical Engineering, Biochemistry, Molecular Biology, or other relevant field and a minimum of 0-2..."
R&D Manager,"
Strong cross functional team experience (i.e., working with other scientists with operations, sales and marketing, etc.)...."
Senior Data Scientist,"
Working with big data sets, analytics, and data management strategies, this company aims to reduce costs and increase efficiency of the modern clinical trial...."
Field Application Scientist Selector,"
Scientific consulting and professional service activities for customer projects, working with customer’s cross functional partners including scientific and IT..."
Linux Administrator/Engineer,"
Manage, maintain and improve our Linux embedde d, server and appliance software platforms Assist the development of performance and health monitoring for..."
Senior Principal Statistical Programmer,"
For clinical trials requiring complex data manipulation and analysis, provide input into medical and statistical supervision plans and statistical analysis..."
Senior Principal Statistical Programmer,"
For clinical trials requiring complex data manipulation and analysis, provide input into medical and statistical supervision plans and statistical analysis..."
"Temporary Sr/Princip Scientist, In Vivo Pharm & DMPK-Bioanalysis","
Interact and collaborate with scientists across all disciplines in the organization. Senior Scientist / Principal Scientist, In Vivo Pharmacology and DMPK..."
Computational Biologist I,"
Relevant experience or formal training in computational biology, bioinformatics, machine learning or statistics...."
Data Scientist / Machine Learning Scientist,"Data Scientist / Machine Learning Scientist. Strong knowledge of computer vision, sensor data fusion and analytics, and machine learning algorithms with proven..."
Data Scientist - Austin,"How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist,..."
Architectural Historian,"
Make decisions on significant design and scientific procedures, taking responsibility for survey data compilation, assessment, analysis within historic contexts..."
Principal Data Scientist - Supply Chain,"
Supply Chain, SAS, R, Predictive Modeling, Predictive Analytics, SQL. Data Scientist, Supply Chain sought by Fortune 500 company to be part of a leading-edge..."
Marketing Pursuit Leader (A/E/C Firm) - Dallas,"
Have strong organizational skills, attention to detail, and ability to manage multiple assignments under set deadlines...."
LCMS Certifying Scientist,"
You should apply if you have at least a Bachelor's degree in Medical Technology, Chemistry, Toxicology or related field at least two years of previous clinical..."
Quantitative Model Manager Statistical Models - Credit Risk,"
This candidate will have an advanced quantitative degree, (PhD preferred), 5-10 years of statistical modeling (SAS, SQL and R) experience with a major financial..."
Lead Clinical Lab Scientist,"
Minimum of 5 years of experience in a clinical laboratory performing testing in the fields of hematology, bacteriology, chemistry, serology, immunohematology,..."
Research Scientist - Advanced Materials,"
We are looking for motivated individuals to join our fast growing company as a Research Scientist in new materials development projects...."
JavaScript Developer (3+ years),"
Experience with predictive models (interpreting and consuming model output, working with data scientists. Data Processing (ETL, SQL, Normalization)...."
"Project Team Lead Needed: Project Scientist, Geologist, or Engineer","
Project Geologist, Engineer, or Scientist - Project Team Lead. Including organization and coordination of multiple tasks with senior subject matter experts,..."
Scientist I,"
Outstanding oral communication and scientific writing skills are a requirement of the position. Level scientist to join its fast-paced R&D team in TMC...."
"Director, Marketing Sciences & Advanced Analytics","You’ll be the chief methodologist on both survey and data analytics projects, using your statistical superpowers to run advanced models that deliver insights to..."
Data Scientist - Austin,"How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist,..."
Senior Machine Learning and Compiler Engineer,"
The NVIDIA compiler machine learning team is developing new and innovative solutions applying many aspects of machine learning to compilers and other..."
Bioinformatics Platform Research Investigator,"
-Develops project and/or disease based biomarker analysis plans and strategies in collaboration with proteomics scientists...."
Dendroecologist / Plant Ecologist,"
Other relevant experience includes tree-ring data analysis:. Liability insurance is provided, with health insurance benefits included after 12 months of..."
Research Engineering/ Scientist Assistant - Laboratory Technician,"
Scientific curiosity and strong critical thinking and troubleshooting skills are highly desirable. System of Texas ( TRS ), subject to the...."
"Marketing Manager, Data Analysis and CRM Insights","
Interpret business requests and needs by proactively mining data sources, developing easily understood hypotheses, and working with cross-functional marketing..."
Software Development Engineer,"
We are constantly innovating in the ways we are automating and accelerating the delivery of products and packages which includes building custom hardware and..."
"Sr. Software Engineer, CRM","
Work with Data Scientists to productionize algorithms correlation and recommendation algorithms. Build components within our data processing pipeline to acquire..."
Quality Control Development Scientist,"
The Natera team consists of highly dedicated statisticians, geneticists, doctors, laboratory scientists, software engineers and many other professionals from..."
Senior Quantitative Risk Analyst,"
Advanced knowledge of relevant industry data sources, standards, data analysis tools and techniques. Specifically, fraud prevention, detection and investigation..."
Computational Scientist- Bioinformatics,"
To the extent provided by applicable law, no person shall be excluded from participation in, denied the benefits of, or be subject to discrimination under any..."
"Director, Marketing Sciences & Advanced Analytics","You’ll be the chief methodologist on both survey and data analytics projects, using your statistical superpowers to run advanced models that deliver insights to..."
Data Scientist - Austin,"How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist,..."
Bioinformatics Analyst – 020,"
As Bioinformatics Analyst you will work with bench scientists and leadership to analyze and interpret data for the purposes of improving our molecular biology..."
