,char, race, charclass, level,min_date,max_date
28354,80787,Orc,Rogue,1,2008-10-09,2008-12-11
28355,80788,Orc,Warlock,1,2008-10-09,2008-10-09
28356,80789,Troll,Warrior,1,2008-10-09,2008-10-09
28357,80790,Troll,Mage,1,2008-10-09,2008-10-09
28358,80791,Orc,Warrior,1,2008-10-09,2008-10-09
28359,80792,Orc,Warrior,1,2008-10-09,2008-10-09
28360,80793,Orc,Warrior,1,2008-10-09,2008-10-09
28361,80794,Troll,Warrior,1,2008-10-09,2008-10-09
28362,80795,Troll,Warrior,1,2008-10-09,2008-11-17
28363,80796,Troll,Warrior,1,2008-10-09,2008-10-09
28364,80797,Troll,Mage,1,2008-10-09,2008-10-14
28365,80798,Troll,Priest,2,2008-10-09,2008-11-24
28366,80799,Troll,Priest,1,2008-10-09,2008-10-09
28367,80800,Troll,Rogue,1,2008-10-09,2008-10-30
28368,80801,Troll,Rogue,1,2008-10-09,2008-10-09
28369,80802,Troll,Shaman,1,2008-10-09,2008-10-09
28370,80803,Troll,Shaman,2,2008-10-09,2008-10-09
28371,80804,Troll,Hunter,4,2008-10-09,2008-10-09
28372,80805,Orc,Rogue,1,2008-10-09,2008-10-09
28373,80806,Orc,Shaman,1,2008-10-09,2008-10-10
28374,80806,Troll,Mage,1,2008-10-09,2008-10-10
28375,80807,Troll,Shaman,62,2008-10-09,2008-12-30
28376,80808,Orc,Warrior,1,2008-10-09,2008-10-13
28377,80809,Orc,Hunter,1,2008-10-09,2008-10-09
28378,80810,Troll,Shaman,1,2008-10-09,2008-11-27
28379,80811,Troll,Rogue,6,2008-10-09,2008-10-10
28380,80812,Orc,Warrior,1,2008-10-09,2008-10-09
28381,80813,Orc,Shaman,1,2008-10-09,2008-10-12
28382,80814,Orc,Warlock,1,2008-10-09,2008-10-09
28383,80815,Troll,Warrior,1,2008-10-09,2008-11-19
28384,80816,Troll,Hunter,1,2008-10-09,2008-10-09
28385,80817,Troll,Rogue,1,2008-10-09,2008-10-09
28386,80818,Troll,Rogue,1,2008-10-09,2008-10-09
28387,80818,Troll,Shaman,1,2008-10-09,2008-10-09
28388,80819,Orc,Warrior,1,2008-10-09,2008-10-09
28389,80820,Orc,Warrior,1,2008-10-09,2008-10-09
28390,80821,Troll,Hunter,1,2008-10-09,2008-10-10
28391,80822,Troll,Shaman,1,2008-10-09,2008-10-09
28392,80823,Orc,Warrior,2,2008-10-09,2008-10-09
28393,80824,Troll,Warrior,1,2008-10-09,2008-10-09
28394,80825,Troll,Warrior,1,2008-10-09,2008-10-09
28395,80826,Troll,Warrior,1,2008-10-09,2008-10-09
28396,80827,Troll,Shaman,1,2008-10-09,2008-10-09
28397,80828,Orc,Shaman,1,2008-10-09,2008-10-09
28398,80829,Troll,Hunter,1,2008-10-09,2008-10-25
28399,80830,Orc,Warrior,1,2008-10-09,2008-10-09
28400,80831,Orc,Warrior,1,2008-10-09,2008-10-10
28401,80832,Orc,Rogue,1,2008-10-09,2008-10-09
28402,80833,Orc,Rogue,1,2008-10-09,2008-10-09
28403,80834,Orc,Shaman,3,2008-10-09,2008-10-09
28404,80835,Orc,Shaman,1,2008-10-09,2008-10-09
28405,80836,Orc,Warlock,1,2008-10-09,2008-10-09
28406,80837,Troll,Warrior,1,2008-10-09,2008-10-09
28407,80838,Troll,Warrior,1,2008-10-09,2008-10-09
28408,80839,Troll,Hunter,1,2008-10-09,2008-12-12
28409,80840,Troll,Rogue,2,2008-10-09,2008-10-13
28410,80841,Troll,Rogue,3,2008-10-09,2008-10-10
28411,80842,Orc,Warrior,1,2008-10-09,2008-10-09
28412,80843,Orc,Warlock,1,2008-10-09,2008-10-09
28413,80844,Troll,Warrior,1,2008-10-09,2008-10-14
28414,80845,Troll,Warrior,1,2008-10-09,2008-10-09
28415,80846,Orc,Warrior,1,2008-10-09,2008-10-09
28416,80847,Orc,Warrior,1,2008-10-09,2008-10-09
28417,80848,Orc,Warrior,4,2008-10-09,2008-10-25
28418,80849,Orc,Rogue,1,2008-10-09,2008-10-09
28419,80850,Troll,Warrior,1,2008-10-09,2008-10-09
28420,80851,Troll,Hunter,3,2008-10-09,2008-10-09
28421,80852,Orc,Warrior,1,2008-10-09,2008-10-09
28422,80853,Orc,Warrior,1,2008-10-09,2008-10-09
28423,80854,Orc,Shaman,1,2008-10-09,2008-10-09
28424,80855,Orc,Warlock,1,2008-10-09,2008-11-06
28425,80856,Orc,Warrior,1,2008-10-09,2008-10-09
28426,80856,Troll,Warrior,1,2008-10-09,2008-10-09
28427,80857,Troll,Warrior,1,2008-10-09,2008-10-09
28428,80858,Troll,Warrior,1,2008-10-09,2008-10-09
28429,80859,Troll,Rogue,1,2008-10-09,2008-10-09
28430,80860,Blood Elf,Paladin,2,2008-10-09,2008-10-09
28431,80861,Orc,Warrior,1,2008-10-09,2008-10-09
28432,80862,Orc,Warrior,1,2008-10-09,2008-10-09
28433,80863,Orc,Warrior,2,2008-10-09,2008-10-09
28434,80864,Orc,Warrior,1,2008-10-09,2008-10-09
28435,80865,Orc,Warrior,1,2008-10-09,2008-10-09
28436,80866,Troll,Warrior,1,2008-10-09,2008-10-09
28437,80867,Troll,Warrior,1,2008-10-09,2008-10-09
28438,80868,Troll,Mage,1,2008-10-09,2008-10-09
28439,80869,Troll,Hunter,1,2008-10-09,2008-10-16
28440,80870,Troll,Shaman,1,2008-10-09,2008-10-09
28441,80871,Orc,Warrior,1,2008-10-09,2008-10-09
28442,80872,Orc,Warrior,1,2008-10-09,2008-10-09
28443,80873,Troll,Warrior,1,2008-10-09,2008-10-09
28444,80874,Troll,Warrior,1,2008-10-09,2008-10-09
28445,80875,Troll,Mage,1,2008-10-09,2008-10-09
28446,80876,Troll,Priest,1,2008-10-09,2008-10-09
28447,80877,Troll,Hunter,1,2008-10-09,2008-10-09
28448,80878,Troll,Hunter,1,2008-10-09,2008-10-09
28449,80879,Troll,Rogue,1,2008-10-09,2008-10-09
28450,80880,Orc,Warrior,1,2008-10-09,2008-10-09
28451,80881,Orc,Hunter,1,2008-10-09,2008-10-13
28452,80882,Orc,Shaman,6,2008-10-09,2008-10-09
28453,80883,Orc,Shaman,1,2008-10-09,2008-10-09
28454,80884,Orc,Shaman,1,2008-10-09,2008-10-10
28455,80885,Troll,Warrior,5,2008-10-09,2008-10-09
28456,80886,Troll,Warrior,1,2008-10-09,2008-10-09
28457,80887,Troll,Hunter,1,2008-10-09,2008-10-09
28458,80888,Troll,Hunter,2,2008-10-09,2008-10-09
28459,80889,Blood Elf,Mage,6,2008-10-09,2008-10-09
28460,80890,Orc,Rogue,2,2008-10-09,2008-10-09
28461,80891,Orc,Shaman,1,2008-10-09,2008-10-09
28462,80892,Orc,Warlock,1,2008-10-09,2008-10-09
28463,80893,Orc,Warrior,2,2008-10-09,2008-10-09
28464,80894,Troll,Warrior,2,2008-10-09,2008-10-26
28465,80895,Blood Elf,Rogue,3,2008-10-09,2008-10-09
28466,80896,Orc,Warrior,2,2008-10-09,2008-10-09
28467,80897,Troll,Warrior,1,2008-10-09,2008-10-09
28468,80898,Troll,Warrior,1,2008-10-09,2008-10-16
28469,80899,Troll,Mage,1,2008-10-09,2008-10-09
28470,80900,Troll,Shaman,1,2008-10-09,2008-10-09
28471,80901,Troll,Warrior,2,2008-10-09,2008-11-03
28472,80902,Orc,Warrior,1,2008-10-09,2008-10-09
28473,80903,Orc,Shaman,15,2008-10-09,2008-11-09
28474,80904,Orc,Shaman,1,2008-10-09,2008-10-09
28475,80905,Troll,Warrior,1,2008-10-09,2008-10-09
28476,80906,Troll,Shaman,1,2008-10-09,2008-10-09
28477,80907,Troll,Shaman,2,2008-10-09,2008-11-29
28478,80907,Troll,Warrior,1,2008-10-09,2008-11-29
28479,80908,Blood Elf,Rogue,6,2008-10-09,2008-10-09
28480,80909,Troll,Priest,2,2008-10-09,2008-10-09
28481,80910,Orc,Warrior,1,2008-10-09,2008-10-09
28482,80911,Orc,Warrior,1,2008-10-09,2008-10-10
28483,80912,Orc,Rogue,1,2008-10-09,2008-10-09
28484,80913,Troll,Shaman,1,2008-10-09,2008-10-09
28485,80914,Orc,Warrior,1,2008-10-09,2008-10-09
28486,80915,Orc,Warrior,1,2008-10-09,2008-10-09
28487,80916,Orc,Shaman,1,2008-10-09,2008-10-13
28488,80917,Troll,Shaman,1,2008-10-09,2008-10-12
28489,80918,Orc,Warrior,1,2008-10-09,2008-10-09
28490,80919,Orc,Hunter,1,2008-10-09,2008-10-09
28491,80920,Orc,Warlock,2,2008-10-09,2008-11-10
28492,80921,Orc,Warlock,1,2008-10-09,2008-10-20
28493,80922,Troll,Warrior,1,2008-10-09,2008-10-09
28494,80923,Troll,Mage,1,2008-10-09,2008-10-09
28495,80924,Blood Elf,Rogue,2,2008-10-09,2008-10-09
28496,80925,Orc,Warrior,2,2008-10-09,2008-10-09
28497,80926,Orc,Shaman,1,2008-10-09,2008-10-09
28498,80927,Orc,Shaman,1,2008-10-09,2008-10-09
28499,80928,Troll,Rogue,1,2008-10-09,2008-10-09
28500,80929,Troll,Shaman,1,2008-10-09,2008-10-14
28501,80930,Troll,Shaman,1,2008-10-09,2008-10-09
28502,80931,Troll,Warrior,1,2008-10-09,2008-10-20
28503,80932,Troll,Hunter,2,2008-10-09,2008-11-10
28504,80933,Troll,Rogue,1,2008-10-09,2008-10-09
28505,80934,Troll,Rogue,2,2008-10-09,2008-10-30
28506,80935,Blood Elf,Hunter,48,2008-10-09,2008-11-17
28507,80936,Orc,Rogue,1,2008-10-09,2008-10-09
28508,80937,Orc,Shaman,1,2008-10-09,2008-10-09
28509,80938,Orc,Shaman,1,2008-10-09,2008-10-09
28510,80939,Orc,Warrior,1,2008-10-09,2008-10-09
28511,80940,Orc,Rogue,1,2008-10-09,2008-11-07
28512,80941,Troll,Warrior,1,2008-10-09,2008-10-09
28513,80942,Troll,Warrior,1,2008-10-09,2008-10-09
28514,80943,Troll,Priest,1,2008-10-09,2008-10-09
28515,80944,Orc,Warrior,1,2008-10-09,2008-10-09
28516,80945,Orc,Hunter,2,2008-10-09,2008-11-11
28517,80946,Orc,Shaman,1,2008-10-09,2008-10-09
28518,80947,Troll,Hunter,1,2008-10-09,2008-10-09
28519,80948,Orc,Rogue,1,2008-10-09,2008-10-09
28520,80949,Orc,Shaman,1,2008-10-09,2008-10-09
28521,80950,Tauren,Druid,1,2008-10-09,2008-10-09
28522,80951,Troll,Warrior,1,2008-10-09,2008-10-09
28523,80952,Troll,Warrior,1,2008-10-09,2008-10-09
28524,80953,Troll,Rogue,1,2008-10-09,2008-10-09
28525,80954,Troll,Shaman,1,2008-10-09,2008-10-09
28526,80955,Blood Elf,Warlock,21,2008-10-09,2008-12-22
28527,80956,Orc,Rogue,1,2008-10-09,2008-10-09
28528,80957,Troll,Shaman,1,2008-10-09,2008-10-09
28529,80958,Troll,Rogue,3,2008-10-09,2008-10-14
28530,80959,Blood Elf,Paladin,1,2008-10-09,2008-12-31
28531,80959,Undead,Death Knight,79,2008-10-09,2008-12-31
28532,80960,Orc,Warrior,1,2008-10-09,2008-10-09
28533,80961,Orc,Rogue,1,2008-10-09,2008-10-09
28534,80962,Troll,Mage,1,2008-10-09,2008-10-09
28535,80963,Troll,Shaman,1,2008-10-09,2008-10-09
28536,80964,Orc,Warrior,1,2008-10-09,2008-10-09
28537,80965,Orc,Rogue,1,2008-10-09,2008-10-09
28538,80966,Orc,Shaman,1,2008-10-09,2008-10-09
28539,80967,Troll,Warrior,1,2008-10-09,2008-10-09
28540,80968,Orc,Warrior,1,2008-10-09,2008-10-09
28541,80969,Orc,Warrior,1,2008-10-09,2008-10-09
28542,80970,Orc,Warrior,1,2008-10-09,2008-10-09
28543,80971,Orc,Rogue,1,2008-10-09,2008-10-09
28544,80972,Troll,Warrior,1,2008-10-09,2008-10-09
28545,80973,Troll,Warrior,1,2008-10-09,2008-10-10
28546,80974,Troll,Hunter,1,2008-10-09,2008-10-09
28547,80975,Troll,Shaman,1,2008-10-09,2008-10-09
28548,80976,Orc,Rogue,1,2008-10-09,2008-10-09
28549,80977,Orc,Rogue,1,2008-10-09,2008-10-09
28550,80978,Orc,Shaman,1,2008-10-09,2008-10-09
28551,80979,Troll,Warrior,1,2008-10-09,2008-11-16
28552,80980,Troll,Warrior,1,2008-10-09,2008-10-09
28553,80981,Troll,Mage,5,2008-10-09,2008-10-09
28554,80982,Troll,Hunter,1,2008-10-09,2008-11-29
28555,80983,Orc,Warrior,1,2008-10-09,2008-10-09
28556,80984,Orc,Warrior,1,2008-10-09,2008-10-09
28557,80985,Orc,Hunter,1,2008-10-09,2008-11-01
28558,80986,Orc,Warlock,1,2008-10-09,2008-10-09
28559,80987,Troll,Warrior,1,2008-10-09,2008-10-11
28560,80988,Troll,Hunter,1,2008-10-09,2008-10-09
28561,80989,Troll,Rogue,1,2008-10-09,2008-10-20
28562,80990,Orc,Warrior,1,2008-10-09,2008-10-09
28563,80991,Troll,Shaman,1,2008-10-09,2008-10-09
28564,80992,Orc,Hunter,1,2008-10-09,2008-10-09
28565,80993,Orc,Rogue,1,2008-10-09,2008-10-09
28566,80994,Orc,Warrior,1,2008-10-09,2008-10-09
28567,80995,Orc,Hunter,1,2008-10-09,2008-10-09
28568,80996,Orc,Rogue,1,2008-10-09,2008-10-09
28569,80997,Orc,Shaman,1,2008-10-09,2008-10-09
28570,80998,Orc,Warlock,2,2008-10-09,2008-10-09
28571,80999,Troll,Warrior,1,2008-10-09,2008-10-09
28572,81000,Troll,Mage,1,2008-10-09,2008-10-09
28573,81001,Troll,Rogue,1,2008-10-09,2008-10-09
28574,81002,Troll,Shaman,1,2008-10-09,2008-10-12
28575,81002,Troll,Warrior,1,2008-10-09,2008-10-12
28576,81003,Troll,Shaman,1,2008-10-09,2008-10-09
28577,81004,Troll,Warrior,2,2008-10-09,2008-10-09
28578,81005,Blood Elf,Mage,10,2008-10-09,2008-10-10
28579,81006,Orc,Rogue,1,2008-10-09,2008-10-09
28580,81007,Orc,Shaman,1,2008-10-09,2008-10-09
28581,81008,Troll,Warrior,1,2008-10-09,2008-10-09
28582,81009,Troll,Warrior,1,2008-10-09,2008-10-09
28583,81010,Troll,Mage,1,2008-10-09,2008-10-09
28584,81011,Troll,Mage,1,2008-10-09,2008-10-10
28585,81012,Orc,Warrior,1,2008-10-09,2008-10-09
28586,81013,Orc,Shaman,1,2008-10-09,2008-10-15
28587,81014,Troll,Warrior,1,2008-10-09,2008-10-13
28588,81015,Blood Elf,Warlock,2,2008-10-09,2008-10-09
28589,81016,Troll,Mage,1,2008-10-09,2008-10-09
28590,81017,Troll,Rogue,1,2008-10-09,2008-10-09
28591,81018,Troll,Rogue,2,2008-10-09,2008-10-09
28592,81019,Troll,Shaman,1,2008-10-09,2008-10-09
28593,81020,Orc,Warlock,1,2008-10-09,2008-10-09
28594,81021,Troll,Warrior,1,2008-10-09,2008-10-09
28595,81022,Troll,Hunter,1,2008-10-09,2008-10-09
28596,81023,Troll,Shaman,1,2008-10-09,2008-10-09
28597,81024,Troll,Warrior,5,2008-10-09,2008-10-09
28598,81025,Orc,Warrior,1,2008-10-09,2008-10-09
28599,81026,Tauren,Warrior,9,2008-10-09,2008-10-09
28600,81027,Troll,Rogue,2,2008-10-09,2008-10-09
28601,81028,Undead,Warrior,1,2008-10-09,2008-10-09
28602,81029,Blood Elf,Paladin,9,2008-10-09,2008-10-09
28603,81030,Orc,Warrior,1,2008-10-09,2008-10-09
28604,81031,Orc,Warrior,1,2008-10-09,2008-10-13
28605,81032,Orc,Hunter,1,2008-10-09,2008-10-09
28606,81033,Orc,Rogue,1,2008-10-09,2008-10-09
28607,81034,Orc,Shaman,1,2008-10-09,2008-10-09
28608,81035,Troll,Hunter,1,2008-10-09,2008-10-09
28609,81036,Troll,Hunter,1,2008-10-09,2008-10-10
28610,81037,Troll,Rogue,1,2008-10-09,2008-10-11
28611,81038,Blood Elf,Paladin,1,2008-10-09,2008-10-10
28612,81039,Blood Elf,Hunter,7,2008-10-09,2008-10-11
28613,81040,Blood Elf,Paladin,1,2008-10-09,2008-10-09
28614,81041,Orc,Warrior,1,2008-10-09,2008-10-12
28615,81042,Orc,Warrior,1,2008-10-09,2008-10-09
28616,81043,Orc,Rogue,1,2008-10-09,2008-10-09
28617,81044,Orc,Warlock,1,2008-10-09,2008-11-24
28618,81045,Troll,Rogue,1,2008-10-09,2008-10-09
28619,81046,Troll,Rogue,1,2008-10-09,2008-10-09
28620,81047,Blood Elf,Paladin,12,2008-10-09,2008-10-14
28621,81048,Orc,Warrior,1,2008-10-09,2008-10-09
28622,81049,Orc,Warrior,1,2008-10-09,2008-10-09
28623,81050,Orc,Warrior,1,2008-10-09,2008-10-09
28624,81051,Troll,Warrior,1,2008-10-09,2008-10-09
28625,81052,Orc,Warrior,1,2008-10-09,2008-10-09
28626,81053,Orc,Warrior,1,2008-10-09,2008-10-10
28627,81054,Orc,Warrior,1,2008-10-09,2008-10-09
28628,81055,Orc,Warrior,1,2008-10-09,2008-10-09
28629,81056,Orc,Rogue,1,2008-10-09,2008-10-09
28630,81057,Troll,Warrior,1,2008-10-09,2008-10-09
28631,81058,Orc,Warrior,1,2008-10-09,2008-10-09
28632,81059,Orc,Warrior,2,2008-10-09,2008-10-18
28633,81060,Orc,Shaman,1,2008-10-09,2008-10-09
28634,81061,Troll,Mage,2,2008-10-09,2008-10-10
28635,81062,Troll,Hunter,1,2008-10-09,2008-10-10
28636,81063,Troll,Hunter,1,2008-10-09,2008-10-09
28637,81064,Troll,Rogue,1,2008-10-09,2008-11-21
28638,81065,Troll,Rogue,5,2008-10-09,2008-10-09
28639,81066,Orc,Warrior,1,2008-10-09,2008-10-09
28640,81067,Orc,Warrior,1,2008-10-09,2008-10-09
28641,81068,Orc,Warrior,1,2008-10-09,2008-11-23
28642,81069,Orc,Hunter,1,2008-10-09,2008-10-13
28643,81070,Orc,Rogue,1,2008-10-09,2008-10-09
28644,81071,Orc,Warrior,7,2008-10-09,2008-11-04
28645,81072,Tauren,Warrior,1,2008-10-09,2008-10-09
28646,81073,Troll,Hunter,1,2008-10-09,2008-10-20
28647,81074,Troll,Hunter,2,2008-10-09,2008-10-09
28648,81075,Troll,Rogue,1,2008-10-09,2008-10-09
28649,81076,Blood Elf,Warlock,4,2008-10-09,2008-10-09
28650,81077,Orc,Warrior,1,2008-10-09,2008-10-09
28651,81078,Orc,Warrior,1,2008-10-09,2008-10-09
28652,81079,Orc,Warrior,1,2008-10-09,2008-10-09
28653,81080,Troll,Warrior,1,2008-10-09,2008-10-09
28654,81081,Troll,Warrior,1,2008-10-09,2008-10-09
28655,81082,Troll,Mage,1,2008-10-09,2008-10-09
28656,81083,Troll,Mage,1,2008-10-09,2008-10-09
28657,81084,Troll,Mage,1,2008-10-09,2008-10-10
28658,81085,Troll,Mage,1,2008-10-09,2008-10-09
28659,81086,Troll,Priest,1,2008-10-09,2008-10-10
28660,81087,Troll,Hunter,1,2008-10-09,2008-10-09
28661,81088,Undead,Rogue,1,2008-10-09,2008-10-09
28662,81089,Orc,Warrior,1,2008-10-09,2008-10-09
28663,81090,Orc,Warrior,1,2008-10-09,2008-10-09
28664,81091,Orc,Warrior,1,2008-10-09,2008-10-09
28665,81092,Orc,Warrior,1,2008-10-09,2008-10-30
28666,81093,Orc,Warrior,1,2008-10-09,2008-10-09
28667,81094,Orc,Shaman,1,2008-10-09,2008-10-09
28668,81095,Orc,Warlock,1,2008-10-09,2008-10-09
28669,81096,Troll,Mage,1,2008-10-09,2008-10-24
28670,81097,Troll,Mage,1,2008-10-09,2008-10-09
28671,81098,Troll,Priest,1,2008-10-09,2008-10-09
28672,81099,Troll,Shaman,1,2008-10-09,2008-10-09
28673,81100,Blood Elf,Hunter,2,2008-10-09,2008-10-09
28674,81101,Orc,Warrior,1,2008-10-09,2008-10-09
28675,81102,Orc,Warrior,1,2008-10-09,2008-10-25
28676,81103,Orc,Warrior,1,2008-10-09,2008-10-09
28677,81104,Orc,Warrior,2,2008-10-09,2008-10-09
28678,81105,Orc,Warrior,1,2008-10-09,2008-10-09
28679,81106,Orc,Warrior,1,2008-10-09,2008-10-09
28680,81107,Orc,Rogue,1,2008-10-09,2008-10-13
28681,81108,Orc,Rogue,1,2008-10-09,2008-10-09
28682,81109,Orc,Warlock,6,2008-10-09,2008-10-12
28683,81110,Orc,Warlock,1,2008-10-09,2008-10-09
28684,81111,Troll,Warrior,1,2008-10-09,2008-10-12
28685,81112,Troll,Warrior,1,2008-10-09,2008-10-09
28686,81113,Troll,Hunter,1,2008-10-09,2008-10-09
28687,81114,Troll,Hunter,1,2008-10-09,2008-10-09
28688,81115,Troll,Rogue,1,2008-10-09,2008-10-09
28689,81116,Undead,Warlock,2,2008-10-09,2008-10-09
28690,81117,Blood Elf,Warlock,12,2008-10-09,2008-10-12
28691,81118,Orc,Warrior,1,2008-10-09,2008-10-09
28692,81119,Orc,Warrior,1,2008-10-09,2008-10-09
28693,81120,Orc,Warrior,1,2008-10-09,2008-10-09
28694,81121,Orc,Hunter,1,2008-10-09,2008-10-09
28695,81122,Orc,Rogue,1,2008-10-09,2008-10-09
28696,81123,Orc,Warlock,1,2008-10-09,2008-10-09
28697,81124,Orc,Shaman,3,2008-10-09,2008-10-19
28698,81125,Troll,Priest,1,2008-10-09,2008-10-09
28699,81126,Troll,Hunter,1,2008-10-09,2008-11-14
28700,81127,Troll,Shaman,1,2008-10-09,2008-10-09
28701,81128,Troll,Rogue,2,2008-10-09,2008-10-09
28702,81129,Orc,Warrior,1,2008-10-09,2008-10-09
28703,81130,Orc,Hunter,1,2008-10-09,2008-10-09
28704,81131,Orc,Rogue,1,2008-10-09,2008-10-09
28705,81132,Orc,Rogue,1,2008-10-09,2008-10-09
28706,81133,Orc,Shaman,1,2008-10-09,2008-10-09
28707,81134,Orc,Shaman,14,2008-10-09,2008-10-19
28708,81135,Troll,Rogue,1,2008-10-09,2008-10-09
28709,81136,Troll,Shaman,1,2008-10-09,2008-10-09
28710,81137,Troll,Shaman,1,2008-10-09,2008-10-09
28711,81138,Orc,Warrior,1,2008-10-09,2008-10-09
28712,81139,Orc,Warrior,1,2008-10-09,2008-10-09
28713,81140,Orc,Warrior,1,2008-10-09,2008-10-20
28714,81141,Orc,Hunter,1,2008-10-09,2008-10-09
28715,81142,Orc,Rogue,1,2008-10-09,2008-10-09
28716,81143,Orc,Rogue,1,2008-10-09,2008-10-09
28717,81144,Troll,Warrior,1,2008-10-09,2008-10-09
28718,81145,Troll,Warrior,1,2008-10-09,2008-10-09
28719,81146,Troll,Mage,1,2008-10-09,2008-10-12
28720,81147,Troll,Shaman,1,2008-10-09,2008-10-09
28721,81148,Orc,Warrior,1,2008-10-09,2008-10-09
28722,81149,Orc,Warrior,1,2008-10-09,2008-10-09
28723,81150,Orc,Warrior,1,2008-10-09,2008-10-09
28724,81151,Orc,Shaman,1,2008-10-09,2008-10-09
28725,81152,Orc,Shaman,3,2008-10-09,2008-10-11
28726,81153,Troll,Warrior,4,2008-10-09,2008-10-09
28727,81154,Troll,Mage,1,2008-10-09,2008-10-09
28728,81155,Troll,Priest,1,2008-10-09,2008-10-10
28729,81156,Troll,Hunter,1,2008-10-09,2008-10-10
28730,81157,Troll,Rogue,1,2008-10-09,2008-10-09
28731,81158,Orc,Warrior,1,2008-10-09,2008-10-12
28732,81159,Orc,Warrior,1,2008-10-09,2008-10-09
28733,81160,Orc,Warrior,1,2008-10-09,2008-10-09
28734,81161,Orc,Warrior,1,2008-10-09,2008-10-09
28735,81162,Orc,Warrior,1,2008-10-09,2008-10-09
28736,81163,Orc,Hunter,1,2008-10-09,2008-10-23
28737,81164,Orc,Warlock,1,2008-10-09,2008-10-09
28738,81165,Troll,Rogue,1,2008-10-09,2008-10-09
28739,81166,Orc,Warrior,1,2008-10-09,2008-10-09
28740,81167,Orc,Hunter,1,2008-10-09,2008-10-12
28741,81168,Orc,Rogue,1,2008-10-09,2008-10-09
28742,81169,Orc,Shaman,1,2008-10-09,2008-10-09
28743,81170,Orc,Shaman,1,2008-10-09,2008-10-09
28744,81171,Orc,Shaman,1,2008-10-09,2008-10-09
28745,81172,Troll,Warrior,1,2008-10-09,2008-10-09
28746,81173,Troll,Warrior,1,2008-10-09,2008-10-09
28747,81174,Troll,Warrior,1,2008-10-09,2008-10-09
28748,81175,Troll,Rogue,1,2008-10-09,2008-10-09
28749,81176,Troll,Rogue,1,2008-10-09,2008-10-09
28750,81177,Troll,Rogue,1,2008-10-09,2008-10-16
28751,81178,Troll,Shaman,1,2008-10-09,2008-10-09
28752,81179,Troll,Shaman,1,2008-10-09,2008-10-09
28753,81180,Orc,Warrior,1,2008-10-09,2008-10-09
28754,81181,Orc,Warrior,1,2008-10-09,2008-10-12
28755,81182,Orc,Warrior,2,2008-10-09,2008-10-10
28756,81183,Orc,Warrior,1,2008-10-09,2008-10-10
28757,81184,Orc,Warrior,2,2008-10-09,2008-10-09
28758,81185,Orc,Shaman,1,2008-10-09,2008-10-09
28759,81186,Orc,Shaman,1,2008-10-09,2008-10-09
28760,81187,Orc,Warlock,1,2008-10-09,2008-10-09
28761,81188,Orc,Warlock,1,2008-10-09,2008-10-15
28762,81189,Troll,Warrior,1,2008-10-09,2008-10-09
28763,81190,Troll,Mage,1,2008-10-09,2008-10-10
28764,81191,Troll,Mage,1,2008-10-09,2008-10-09
28765,81192,Troll,Hunter,1,2008-10-09,2008-10-09
28766,81193,Orc,Warrior,1,2008-10-09,2008-10-09
28767,81194,Orc,Warrior,1,2008-10-09,2008-10-09
28768,81195,Orc,Warrior,1,2008-10-09,2008-10-10
28769,81196,Orc,Warrior,1,2008-10-09,2008-10-09
28770,81197,Orc,Warrior,1,2008-10-09,2008-10-09
28771,81198,Orc,Warrior,1,2008-10-09,2008-10-09
28772,81199,Orc,Warrior,1,2008-10-09,2008-10-09
28773,81200,Orc,Hunter,1,2008-10-09,2008-10-09
28774,81201,Orc,Rogue,2,2008-10-09,2008-10-09
28775,81202,Orc,Shaman,1,2008-10-09,2008-10-09
28776,81203,Troll,Warrior,1,2008-10-09,2008-10-09
28777,81204,Troll,Warrior,1,2008-10-09,2008-10-09
28778,81205,Troll,Warrior,1,2008-10-09,2008-10-09
28779,81206,Troll,Warrior,1,2008-10-09,2008-10-29
28780,81207,Troll,Hunter,1,2008-10-09,2008-10-09
28781,81208,Troll,Hunter,1,2008-10-09,2008-10-09
28782,81209,Orc,Warrior,1,2008-10-09,2008-10-09
28783,81210,Orc,Warrior,1,2008-10-09,2008-10-09
28784,81211,Orc,Hunter,1,2008-10-09,2008-10-09
28785,81212,Orc,Rogue,1,2008-10-09,2008-10-09
28786,81213,Orc,Shaman,1,2008-10-09,2008-10-11
28787,81214,Orc,Shaman,1,2008-10-09,2008-10-09
28788,81215,Troll,Warrior,1,2008-10-09,2008-10-09
28789,81216,Troll,Warrior,1,2008-10-09,2008-10-09
28790,81217,Troll,Warrior,1,2008-10-09,2008-10-09
28791,81218,Orc,Warrior,1,2008-10-09,2008-10-10
28792,81219,Orc,Warrior,1,2008-10-09,2008-10-09
28793,81220,Orc,Warrior,1,2008-10-09,2008-10-09
28794,81221,Orc,Warrior,1,2008-10-09,2008-10-09
28795,81222,Troll,Warrior,1,2008-10-09,2008-10-09
28796,81223,Troll,Mage,1,2008-10-09,2008-10-09
28797,81224,Troll,Rogue,1,2008-10-09,2008-11-03
28798,81225,Troll,Shaman,1,2008-10-09,2008-10-10
28799,81226,Orc,Warrior,1,2008-10-09,2008-10-09
28800,81227,Orc,Warrior,1,2008-10-09,2008-10-09
28801,81228,Orc,Warrior,1,2008-10-09,2008-10-09
28802,81229,Orc,Warrior,1,2008-10-09,2008-10-09
28803,81230,Orc,Shaman,1,2008-10-09,2008-10-09
